Player 1 Name,Player 2 Name,Player 1 Score,Player 2 Score,Winner,Score Difference,Number of Moves
random,ga,11,65.5,White,54.5,163
random,ga,41,44.5,White,3.5,97
random,ga,29,55.5,White,26.5,106
random,ga,0,87.5,White,87.5,163
random,ga,16,69.5,White,53.5,163
random,ga,4,80.5,White,76.5,163
random,ga,39,45.5,White,6.5,84
random,ga,1,85.5,White,84.5,163
random,ga,13,65.5,White,52.5,163
random,ga,62,17.5,Black,44.5,163
random,mcts,13,19.5,White,6.5,29
random,mcts,33,36.5,White,3.5,67
random,mcts,23,30.5,White,7.5,49
random,mcts,35,47.5,White,12.5,93
random,mcts,33,39.5,White,6.5,65
random,mcts,4,10.5,White,6.5,11
random,mcts,39,46.5,White,7.5,88
random,mcts,34,40.5,White,6.5,69
random,mcts,16,20.5,White,4.5,33
random,mcts,42,43.5,White,1.5,104
random,mcts,35,52.5,White,17.5,106
random,mcts,1,7.5,White,6.5,5
random,mcts,16,23.5,White,7.5,35
random,mcts,31,38.5,White,7.5,67
random,mcts,39,46.5,White,7.5,104
random,mcts,6,11.5,White,5.5,15
random,mcts,5,11.5,White,6.5,13
random,mcts,27,31.5,White,4.5,56
random,mcts,0,6.5,White,6.5,3
random,mcts,28,30.5,White,2.5,57
random,mcts,36,42.5,White,6.5,81
random,mcts,3,8.5,White,5.5,8
random,mcts,6,12.5,White,6.5,15
random,mcts,27,29.5,White,2.5,53
random,mcts,9,15.5,White,6.5,21
random,mcts,41,41.5,White,0.5,85
random,mcts,35,51.5,White,16.5,95
random,mcts,35,44.5,White,9.5,80
random,mcts,28,55.5,White,27.5,97
random,mcts,33,36.5,White,3.5,65
random,mcts,2,8.5,White,6.5,7
random,mcts,12,17.5,White,5.5,27
random,mcts,37,47.5,White,10.5,91
random,mcts,25,28.5,White,3.5,49
random,mcts,16,22.5,White,6.5,35
random,mcts,29,50.5,White,21.5,100
random,mcts,19,25.5,White,6.5,41
random,mcts,15,20.5,White,5.5,33
random,mcts,20,24.5,White,4.5,41
random,mcts,39,42.5,White,3.5,77
random,mcts,6,12.5,White,6.5,15
random,mcts,40,42.5,White,2.5,97
random,mcts,30,34.5,White,4.5,59
random,mcts,35,39.5,White,4.5,71
random,mcts,15,20.5,White,5.5,31
random,mcts,17,24.5,White,7.5,37
random,mcts,38,44.5,White,6.5,81
random,mcts,8,14.5,White,6.5,19
random,mcts,35,44.5,White,9.5,79
random,mcts,14,20.5,White,6.5,31
random,mcts_9x9,29,39.5,White,10.5,65
random,mcts_9x9,18,24.5,White,6.5,39
random,mcts_9x9,30,32.5,White,2.5,55
random,mcts_9x9,30,37.5,White,7.5,67
random,mcts_9x9,29,47.5,White,18.5,81
random,mcts_9x9,24,57.5,White,33.5,109
random,mcts_9x9,33,45.5,White,12.5,73
random,mcts_9x9,33,36.5,White,3.5,63
random,mcts_9x9,35,50.5,White,15.5,95
random,mcts_9x9,20,27.5,White,7.5,43
random,mcts_9x9,15,21.5,White,6.5,33
random,mcts_9x9,29,55.5,White,26.5,107
random,mcts_9x9,14,22.5,White,8.5,33
random,mcts_9x9,11,62.5,White,51.5,131
random,mcts_9x9,9,15.5,White,6.5,21
random,mcts_9x9,33,39.5,White,6.5,81
random,mcts_9x9,34,50.5,White,16.5,97
random,mcts_9x9,7,12.5,White,5.5,17
random,mcts_9x9,19,26.5,White,7.5,43
random,mcts_9x9,25,48.5,White,23.5,81
random,mcts_9x9,8,14.5,White,6.5,19
random,mcts_9x9,8,14.5,White,6.5,19
random,mcts_9x9,28,31.5,White,3.5,49
random,mcts_9x9,31,38.5,White,7.5,67
random,mcts_9x9,38,47.5,White,9.5,85
random,mcts_9x9,34,39.5,White,5.5,71
random,mcts_9x9,0,6.5,White,6.5,3
random,mcts_9x9,39,44.5,White,5.5,101
random,mcts_9x9,26,32.5,White,6.5,53
random,mcts_9x9,34,43.5,White,9.5,75
random,mcts_9x9,34,42.5,White,8.5,77
random,mcts_9x9,31,39.5,White,8.5,67
random,mcts_9x9,23,28.5,White,5.5,47
random,mcts_9x9,17,22.5,White,5.5,35
random,mcts_9x9,35,41.5,White,6.5,73
random,mcts_9x9,18,22.5,White,4.5,37
random,mcts_9x9,31,37.5,White,6.5,61
random,mcts_9x9,32,46.5,White,14.5,97
random,mcts_9x9,28,32.5,White,4.5,59
random,mcts_9x9,18,62.5,White,44.5,93
random,mcts_9x9,13,18.5,White,5.5,29
random,mcts_9x9,32,39.5,White,7.5,69
random,mcts_9x9,21,26.5,White,5.5,43
random,mcts_9x9,24,33.5,White,9.5,53
random,mcts_9x9,5,11.5,White,6.5,13
random,mcts_9x9,7,13.5,White,6.5,17
random,mcts_9x9,33,52.5,White,19.5,93
random,mcts_9x9,29,34.5,White,5.5,59
random,mcts_9x9,40,44.5,White,4.5,119
random,mcts_9x9,36,46.5,White,10.5,85
dqn,ga,46,28.5,Black,17.5,163
dqn,ga,3,82.5,White,79.5,163
dqn,ga,16,67.5,White,51.5,147
dqn,ga,19,65.5,White,46.5,129
dqn,ga,29,58.5,White,29.5,121
dqn,ga,14,50.5,White,36.5,163
dqn,ga,39,46.5,White,7.5,113
dqn,ga,67,17.5,Black,49.5,160
dqn,ga,2,83.5,White,81.5,163
dqn,ga,75,10.5,Black,64.5,163
dqn,ga,15,71.5,White,56.5,153
dqn,ga,41,41.5,White,0.5,99
dqn,ga,63,19.5,Black,43.5,130
dqn,ga,6,7.5,White,1.5,163
dqn,ga,55,27.5,Black,27.5,151
dqn,ga,54,32.5,Black,21.5,137
dqn,ga,14,69.5,White,55.5,130
dqn,ga,0,87.5,White,87.5,161
dqn,ga,14,65.5,White,51.5,163
dqn,ga,32,51.5,White,19.5,104
dqn,ga,65,17.5,Black,47.5,144
dqn,ga,39,47.5,White,8.5,106
dqn,ga,75,9.5,Black,65.5,163
dqn,ga,3,83.5,White,80.5,163
dqn,ga,61,24.5,Black,36.5,163
dqn,ga,10,77.5,White,67.5,163
dqn,ga,3,81.5,White,78.5,163
dqn,ga,9,76.5,White,67.5,163
dqn,ga,43,42.5,Black,0.5,110
dqn,ga,34,50.5,White,16.5,92
dqn,ga,65,21.5,Black,43.5,142
dqn,ga,64,23.5,Black,40.5,155
dqn,ga,4,36.5,White,32.5,163
dqn,ga,42,42.5,White,0.5,92
dqn,ga,45,36.5,Black,8.5,163
dqn,ga,65,17.5,Black,47.5,155
dqn,ga,38,49.5,White,11.5,97
dqn,ga,1,31.5,White,30.5,163
dqn,ga,21,63.5,White,42.5,146
dqn,ga,4,82.5,White,78.5,163
dqn,ga,43,42.5,Black,0.5,99
dqn,ga,49,32.5,Black,16.5,107
dqn,ga,6,79.5,White,73.5,163
dqn,ga,63,22.5,Black,40.5,163
dqn,ga,8,79.5,White,71.5,163
dqn,ga,33,15.5,Black,17.5,163
dqn,ga,20,62.5,White,42.5,163
dqn,ga,31,49.5,White,18.5,80
dqn,ga,66,12.5,Black,53.5,163
dqn,ga,4,79.5,White,75.5,163
dqn,mcts,26,33.5,White,7.5,55
dqn,mcts,37,47.5,White,10.5,95
dqn,mcts,30,51.5,White,21.5,87
dqn,mcts,28,29.5,White,1.5,53
dqn,mcts,30,30.5,White,0.5,55
dqn,mcts,19,27.5,White,8.5,41
dqn,mcts,11,17.5,White,6.5,25
dqn,mcts,38,43.5,White,5.5,91
dqn,mcts,18,23.5,White,5.5,39
dqn,mcts,34,42.5,White,8.5,73
dqn,mcts,31,54.5,White,23.5,95
dqn,mcts,36,46.5,White,10.5,83
dqn,mcts,33,45.5,White,12.5,77
dqn,mcts,38,47.5,White,9.5,101
dqn,mcts,19,25.5,White,6.5,41
dqn,mcts,39,45.5,White,6.5,81
dqn,mcts,22,32.5,White,10.5,49
dqn,mcts,22,29.5,White,7.5,49
dqn,mcts,34,47.5,White,13.5,85
dqn,mcts,1,7.5,White,6.5,5
dqn,mcts,23,55.5,White,32.5,75
dqn,mcts,37,49.5,White,12.5,102
dqn,mcts,20,26.5,White,6.5,43
dqn,mcts,9,15.5,White,6.5,21
dqn,mcts,38,39.5,White,1.5,69
dqn,mcts,5,10.5,White,5.5,11
dqn,mcts,35,44.5,White,9.5,69
dqn,mcts,5,11.5,White,6.5,13
dqn,mcts,16,23.5,White,7.5,35
dqn,mcts,25,29.5,White,4.5,51
dqn,mcts,3,9.5,White,6.5,9
dqn,mcts,33,38.5,White,5.5,69
dqn,mcts,34,43.5,White,9.5,81
dqn,mcts,29,38.5,White,9.5,63
dqn,mcts,22,29.5,White,7.5,47
dqn,mcts,3,9.5,White,6.5,9
dqn,mcts,32,38.5,White,6.5,67
dqn,mcts,37,45.5,White,8.5,87
dqn,mcts,37,47.5,White,10.5,86
dqn,mcts,10,16.5,White,6.5,23
dqn,mcts,25,37.5,White,12.5,61
dqn,mcts,5,11.5,White,6.5,13
dqn,mcts,34,52.5,White,18.5,95
dqn,mcts,16,22.5,White,6.5,35
dqn,mcts,21,27.5,White,6.5,43
dqn,mcts,35,47.5,White,12.5,81
dqn,mcts,25,31.5,White,6.5,55
dqn,mcts,27,33.5,White,6.5,55
dqn,mcts,37,44.5,White,7.5,85
dqn,mcts,35,41.5,White,6.5,73
dqn,mcts_9x9,34,41.5,White,7.5,71
dqn,mcts_9x9,7,13.5,White,6.5,17
dqn,mcts_9x9,41,45.5,White,4.5,93
dqn,mcts_9x9,3,9.5,White,6.5,9
dqn,mcts_9x9,37,48.5,White,11.5,93
dqn,mcts_9x9,8,14.5,White,6.5,19
dqn,mcts_9x9,25,41.5,White,16.5,61
dqn,mcts_9x9,40,47.5,White,7.5,89
dqn,mcts_9x9,33,33.5,White,0.5,69
dqn,mcts_9x9,31,38.5,White,7.5,63
dqn,mcts_9x9,29,42.5,White,13.5,79
dqn,mcts_9x9,26,32.5,White,6.5,55
dqn,mcts_9x9,27,34.5,White,7.5,57
dqn,mcts_9x9,28,33.5,White,5.5,57
dqn,mcts_9x9,20,48.5,White,28.5,91
dqn,mcts_9x9,17,24.5,White,7.5,37
dqn,mcts_9x9,37,46.5,White,9.5,91
dqn,mcts_9x9,34,42.5,White,8.5,75
dqn,mcts_9x9,25,29.5,White,4.5,51
dqn,mcts_9x9,25,41.5,White,16.5,61
dqn,mcts_9x9,32,48.5,White,16.5,85
dqn,mcts_9x9,31,53.5,White,22.5,91
dqn,mcts_9x9,34,42.5,White,8.5,73
dqn,mcts_9x9,41,43.5,White,2.5,79
dqn,mcts_9x9,30,33.5,White,3.5,61
dqn,mcts_9x9,10,15.5,White,5.5,22
dqn,mcts_9x9,11,16.5,White,5.5,25
dqn,mcts_9x9,28,31.5,White,3.5,57
dqn,mcts_9x9,25,57.5,White,32.5,104
dqn,mcts_9x9,3,9.5,White,6.5,9
dqn,mcts_9x9,16,22.5,White,6.5,35
dqn,mcts_9x9,36,48.5,White,12.5,113
dqn,mcts_9x9,29,55.5,White,26.5,101
dqn,mcts_9x9,2,8.5,White,6.5,7
dqn,mcts_9x9,29,31.5,White,2.5,55
dqn,mcts_9x9,2,8.5,White,6.5,7
dqn,mcts_9x9,24,33.5,White,9.5,53
dqn,mcts_9x9,13,19.5,White,6.5,29
dqn,mcts_9x9,32,49.5,White,17.5,77
dqn,mcts_9x9,25,36.5,White,11.5,57
dqn,mcts_9x9,15,21.5,White,6.5,33
dqn,mcts_9x9,29,33.5,White,4.5,59
dqn,mcts_9x9,40,47.5,White,7.5,106
dqn,mcts_9x9,2,8.5,White,6.5,7
dqn,mcts_9x9,34,39.5,White,5.5,67
dqn,mcts_9x9,30,51.5,White,21.5,101
dqn,mcts_9x9,24,31.5,White,7.5,51
dqn,mcts_9x9,37,37.5,White,0.5,71
dqn,mcts_9x9,36,46.5,White,10.5,101
dqn,mcts_9x9,26,32.5,White,6.5,55
dqn,random,43,37.5,Black,5.5,92
dqn,random,68,14.5,Black,53.5,135
dqn,random,16,59.5,White,43.5,163
dqn,random,77,8.5,Black,68.5,163
dqn,random,33,47.5,White,14.5,83
dqn,random,47,38.5,Black,8.5,106
dqn,random,19,64.5,White,45.5,163
dqn,random,66,18.5,Black,47.5,134
dqn,random,42,38.5,Black,3.5,81
dqn,random,69,13.5,Black,55.5,137
dqn,random,51,33.5,Black,17.5,116
dqn,random,44,37.5,Black,6.5,82
dqn,random,47,35.5,Black,11.5,91
dqn,random,52,33.5,Black,18.5,130
dqn,random,42,39.5,Black,2.5,99
dqn,random,28,57.5,White,29.5,109
dqn,random,18,61.5,White,43.5,124
dqn,random,43,39.5,Black,3.5,101
dqn,random,51,32.5,Black,18.5,113
dqn,random,75,11.5,Black,63.5,150
dqn,random,39,44.5,White,5.5,90
dqn,random,68,14.5,Black,53.5,149
dqn,random,40,46.5,White,6.5,108
dqn,random,47,38.5,Black,8.5,104
dqn,random,41,42.5,White,1.5,99
dqn,random,43,41.5,Black,1.5,91
dqn,random,67,19.5,Black,47.5,158
dqn,random,81,6.5,Black,74.5,163
dqn,random,60,22.5,Black,37.5,152
dqn,random,46,39.5,Black,6.5,89
dqn,random,45,35.5,Black,9.5,88
dqn,random,41,39.5,Black,1.5,86
dqn,random,65,16.5,Black,48.5,148
dqn,random,39,44.5,White,5.5,96
dqn,random,34,45.5,White,11.5,100
dqn,random,36,42.5,White,6.5,77
dqn,random,15,71.5,White,56.5,163
dqn,random,73,12.5,Black,60.5,162
dqn,random,52,33.5,Black,18.5,94
dqn,random,49,37.5,Black,11.5,126
dqn,random,28,34.5,White,6.5,59
dqn,random,36,46.5,White,10.5,90
dqn,random,26,53.5,White,27.5,100
dqn,random,13,72.5,White,59.5,163
dqn,random,42,43.5,White,1.5,101
dqn,random,46,40.5,Black,5.5,104
dqn,random,77,8.5,Black,68.5,163
dqn,random,32,54.5,White,22.5,120
dqn,random,50,37.5,Black,12.5,110
dqn,random,30,55.5,White,25.5,103
ga,dqn,42,45.5,White,3.5,100
ga,dqn,59,23.5,Black,35.5,124
ga,dqn,30,55.5,White,25.5,98
ga,dqn,45,39.5,Black,5.5,96
ga,dqn,57,24.5,Black,32.5,104
ga,dqn,48,37.5,Black,10.5,106
ga,dqn,45,39.5,Black,5.5,105
ga,dqn,52,32.5,Black,19.5,114
ga,dqn,52,32.5,Black,19.5,116
ga,dqn,53,30.5,Black,22.5,123
ga,dqn,45,37.5,Black,7.5,98
ga,dqn,40,47.5,White,7.5,98
ga,dqn,42,45.5,White,3.5,100
ga,dqn,33,18.5,Black,14.5,163
ga,dqn,48,39.5,Black,8.5,109
ga,dqn,53,30.5,Black,22.5,106
ga,dqn,45,42.5,Black,2.5,111
ga,dqn,66,21.5,Black,44.5,134
ga,dqn,58,23.5,Black,34.5,116
ga,dqn,44,33.5,Black,10.5,80
ga,dqn,46,37.5,Black,8.5,98
ga,dqn,49,34.5,Black,14.5,103
ga,dqn,49,31.5,Black,17.5,100
ga,dqn,40,45.5,White,5.5,112
ga,dqn,50,33.5,Black,16.5,96
ga,dqn,60,24.5,Black,35.5,121
ga,dqn,67,17.5,Black,49.5,130
ga,dqn,46,40.5,Black,5.5,101
ga,dqn,52,27.5,Black,24.5,104
ga,dqn,40,44.5,White,4.5,101
ga,dqn,48,38.5,Black,9.5,93
ga,dqn,60,21.5,Black,38.5,128
ga,dqn,62,23.5,Black,38.5,132
ga,dqn,39,46.5,White,7.5,104
ga,dqn,46,39.5,Black,6.5,94
ga,dqn,36,48.5,White,12.5,105
ga,dqn,47,38.5,Black,8.5,104
ga,dqn,52,31.5,Black,20.5,102
ga,dqn,34,50.5,White,16.5,100
ga,dqn,41,34.5,Black,6.5,70
ga,dqn,39,46.5,White,7.5,104
ga,dqn,48,38.5,Black,9.5,116
ga,dqn,30,42.5,White,12.5,69
ga,dqn,49,32.5,Black,16.5,102
ga,dqn,46,35.5,Black,10.5,86
ga,dqn,32,52.5,White,20.5,111
ga,dqn,47,34.5,Black,12.5,99
ga,dqn,44,40.5,Black,3.5,99
ga,dqn,37,48.5,White,11.5,96
ga,dqn,57,28.5,Black,28.5,114
mcts,dqn,46,39.5,Black,6.5,109
mcts,dqn,45,39.5,Black,5.5,107
mcts,dqn,62,20.5,Black,41.5,122
mcts,dqn,48,37.5,Black,10.5,101
mcts,dqn,45,38.5,Black,6.5,110
mcts,dqn,56,25.5,Black,30.5,117
mcts,dqn,47,37.5,Black,9.5,96
mcts,dqn,41,37.5,Black,3.5,74
mcts,dqn,44,40.5,Black,3.5,108
mcts,dqn,55,30.5,Black,24.5,135
mcts,dqn,65,19.5,Black,45.5,126
mcts,dqn,61,23.5,Black,37.5,118
mcts,dqn,47,33.5,Black,13.5,92
mcts,dqn,46,36.5,Black,9.5,84
mcts,dqn,61,21.5,Black,39.5,140
mcts,dqn,53,31.5,Black,21.5,104
mcts,dqn,66,18.5,Black,47.5,132
mcts,dqn,63,19.5,Black,43.5,122
mcts,dqn,47,28.5,Black,18.5,72
mcts,dqn,46,40.5,Black,5.5,111
mcts,dqn,45,38.5,Black,6.5,107
mcts,dqn,51,34.5,Black,16.5,114
mcts,dqn,46,38.5,Black,7.5,102
mcts,dqn,45,42.5,Black,2.5,119
mcts,dqn,49,36.5,Black,12.5,109
mcts,dqn,53,31.5,Black,21.5,116
mcts,dqn,59,25.5,Black,33.5,134
mcts,dqn,50,34.5,Black,15.5,100
mcts,dqn,57,28.5,Black,28.5,130
mcts,dqn,51,33.5,Black,17.5,123
mcts,dqn,44,41.5,Black,2.5,96
mcts,dqn,46,39.5,Black,6.5,114
mcts,dqn,40,36.5,Black,3.5,82
mcts,dqn,46,39.5,Black,6.5,100
mcts,dqn,49,37.5,Black,11.5,107
mcts,dqn,45,39.5,Black,5.5,98
mcts,dqn,51,31.5,Black,19.5,108
mcts,dqn,65,16.5,Black,48.5,132
mcts,dqn,64,20.5,Black,43.5,158
mcts,dqn,52,32.5,Black,19.5,125
mcts,dqn,46,40.5,Black,5.5,118
mcts,dqn,50,33.5,Black,16.5,110
mcts,dqn,48,37.5,Black,10.5,106
mcts,dqn,45,41.5,Black,3.5,103
mcts,dqn,46,39.5,Black,6.5,98
mcts,dqn,46,41.5,Black,4.5,107
mcts,dqn,51,31.5,Black,19.5,134
mcts,dqn,44,42.5,Black,1.5,131
mcts,dqn,60,24.5,Black,35.5,133
mcts,dqn,55,28.5,Black,26.5,115
mcts_9x9,dqn,59,27.5,Black,31.5,98
mcts_9x9,dqn,50,35.5,Black,14.5,112
mcts_9x9,dqn,65,18.5,Black,46.5,136
mcts_9x9,dqn,45,37.5,Black,7.5,102
mcts_9x9,dqn,46,36.5,Black,9.5,80
mcts_9x9,dqn,44,42.5,Black,1.5,99
mcts_9x9,dqn,57,28.5,Black,28.5,100
mcts_9x9,dqn,42,37.5,Black,4.5,80
mcts_9x9,dqn,59,25.5,Black,33.5,122
mcts_9x9,dqn,53,32.5,Black,20.5,143
mcts_9x9,dqn,63,24.5,Black,38.5,136
mcts_9x9,dqn,46,33.5,Black,12.5,98
mcts_9x9,dqn,50,36.5,Black,13.5,117
mcts_9x9,dqn,43,40.5,Black,2.5,96
mcts_9x9,dqn,48,37.5,Black,10.5,101
mcts_9x9,dqn,45,36.5,Black,8.5,86
mcts_9x9,dqn,70,15.5,Black,54.5,151
mcts_9x9,dqn,43,35.5,Black,7.5,77
mcts_9x9,dqn,35,29.5,Black,5.5,62
mcts_9x9,dqn,42,38.5,Black,3.5,84
mcts_9x9,dqn,44,25.5,Black,18.5,90
mcts_9x9,dqn,52,32.5,Black,19.5,101
mcts_9x9,dqn,47,32.5,Black,14.5,86
mcts_9x9,dqn,44,35.5,Black,8.5,80
mcts_9x9,dqn,48,32.5,Black,15.5,118
mcts_9x9,dqn,46,39.5,Black,6.5,100
mcts_9x9,dqn,52,25.5,Black,26.5,104
mcts_9x9,dqn,55,29.5,Black,25.5,99
mcts_9x9,dqn,41,30.5,Black,10.5,88
mcts_9x9,dqn,42,35.5,Black,6.5,72
mcts_9x9,dqn,53,31.5,Black,21.5,98
mcts_9x9,dqn,48,34.5,Black,13.5,86
mcts_9x9,dqn,45,31.5,Black,13.5,98
mcts_9x9,dqn,46,30.5,Black,15.5,94
mcts_9x9,dqn,50,33.5,Black,16.5,104
mcts_9x9,dqn,54,29.5,Black,24.5,82
mcts_9x9,dqn,49,37.5,Black,11.5,105
mcts_9x9,dqn,58,27.5,Black,30.5,136
mcts_9x9,dqn,52,31.5,Black,20.5,107
mcts_9x9,dqn,52,33.5,Black,18.5,110
mcts_9x9,dqn,60,24.5,Black,35.5,128
mcts_9x9,dqn,68,18.5,Black,49.5,133
mcts_9x9,dqn,46,38.5,Black,7.5,106
mcts_9x9,dqn,47,39.5,Black,7.5,98
mcts_9x9,dqn,48,39.5,Black,8.5,113
mcts_9x9,dqn,49,35.5,Black,13.5,101
mcts_9x9,dqn,46,29.5,Black,16.5,88
mcts_9x9,dqn,46,39.5,Black,6.5,94
mcts_9x9,dqn,41,39.5,Black,1.5,84
mcts_9x9,dqn,49,36.5,Black,12.5,112
random,dqn,4,82.5,White,78.5,163
random,dqn,8,76.5,White,68.5,146
random,dqn,12,63.5,White,51.5,113
random,dqn,62,22.5,Black,39.5,118
random,dqn,1,84.5,White,83.5,163
random,dqn,45,39.5,Black,5.5,106
random,dqn,11,75.5,White,64.5,163
random,dqn,3,78.5,White,75.5,163
random,dqn,16,68.5,White,52.5,163
random,dqn,47,35.5,Black,11.5,115
random,dqn,0,87.5,White,87.5,163
random,dqn,52,34.5,Black,17.5,144
random,dqn,74,10.5,Black,63.5,163
random,dqn,6,79.5,White,73.5,163
random,dqn,3,82.5,White,79.5,163
random,dqn,74,9.5,Black,64.5,163
random,dqn,68,16.5,Black,51.5,163
random,dqn,81,6.5,Black,74.5,163
random,dqn,9,77.5,White,68.5,163
random,dqn,2,84.5,White,82.5,163
random,dqn,9,77.5,White,68.5,163
random,dqn,0,87.5,White,87.5,163
random,dqn,11,76.5,White,65.5,151
random,dqn,19,68.5,White,49.5,149
random,dqn,25,58.5,White,33.5,133
random,dqn,77,9.5,Black,67.5,163
random,dqn,34,52.5,White,18.5,115
random,dqn,58,26.5,Black,31.5,124
random,dqn,45,39.5,Black,5.5,115
random,dqn,4,82.5,White,78.5,157
random,dqn,1,85.5,White,84.5,163
random,dqn,62,24.5,Black,37.5,154
random,dqn,69,17.5,Black,51.5,159
random,dqn,60,13.5,Black,46.5,163
random,dqn,10,75.5,White,65.5,163
random,dqn,2,84.5,White,82.5,163
random,dqn,14,53.5,White,39.5,163
random,dqn,69,17.5,Black,51.5,143
random,dqn,12,75.5,White,63.5,163
random,dqn,56,30.5,Black,25.5,156
random,dqn,68,17.5,Black,50.5,134
random,dqn,3,79.5,White,76.5,163
random,dqn,33,52.5,White,19.5,91
random,dqn,10,76.5,White,66.5,163
random,dqn,2,83.5,White,81.5,163
random,dqn,73,11.5,Black,61.5,154
random,dqn,29,56.5,White,27.5,110
random,dqn,6,78.5,White,72.5,163
random,dqn,6,80.5,White,74.5,163
random,dqn,2,82.5,White,80.5,163